review_id,votes.funny,user_id,stars,type,business_id,votes.cool,date,votes.useful,compliments.cool,compliments.plain,compliments.note,votes.funny,yelping_since,friends,votes.useful,compliments.cute,type,compliments.photos,review_count,fans,votes.cool,compliments.hot,elite,compliments.profile,average_stars,compliments.writer,compliments.funny,name,compliments.list,compliments.more,business_id, hour_0, hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,day_0,day_1,day_2,day_3,day_4,day_5,day_6,date,type,user_id,likes,review_count,hours.Friday.close,full_address,hours.Friday.open,city,open,latitude,longitude,state,name,neighborhoods,stars,Category
y1cDudxRXcnL_CaAu612VQ,0,CCcmolSvh4PQfMiAKr1uGQ,5,review,i61XaReYlWzFZ7dJh6kDGQ,0,6/29/16,0,,1,,26,2012-01,"O5sjxW5763YARLJb7s5FLg, kNepVMdiZhtBZCH_eDifYA, WHoJpIVYqozvHKuCfjNBew, cKEIAjAzDGT8-elUrtCIWg",80,,user,1,99,0,16,,,,3.98,1,,Stephanie,,,i61XaReYlWzFZ7dJh6kDGQ,0,0,0,0,0,0,0,0,4,1,4,2,1,4,9,13,7,0,0,0,0,0,0,0,0,12,1,32,0,0,0,2/20/14,tip,QEPAhwPFhRwnsgzJgJPYPA,0,13,,"6169 S Rainbow BlvdSte 105Spring ValleyLas Vegas, NV 89118",,Las Vegas,TRUE,36.0764118,-115.2437028,NV,Hansen Orthodontics,Spring Valley,5,Personal Care
5SnqX_bN5QpYJv2g4eKNuw,0,KF2k6jmMHarQdwRPDnO9UQ,5,review,VPN7_1EpEn_WD1k7nW_77w,0,7/4/16,1,,,,0,2016-06,,1,,user,,2,0,0,,,,5,,,Frank,,,VPN7_1EpEn_WD1k7nW_77w,0,0,0,0,0,1,1,1,5,3,1,1,0,0,3,0,1,1,1,0,0,0,0,0,2,4,1,2,1,7,2,6/25/14,tip,8Vx5ed2jLWWrg9j_qHQmBQ,0,26,22:00,"16615 Lancaster HighwaySuite 107BallantyneCharlotte, NC 28277",8:00,Charlotte,TRUE,35.024082,-80.848949,NC,Hand & Stone Massage and Facial Spa,Ballantyne,4.5,Personal Care
FWa2bXniRh09ea2OgNi8Qg,0,7yLD7QSshRVv084RjIBZuA,5,review,jxfx-7mwgXpv21spRWSbGg,0,7/7/16,0,,1,,7,2012-07,"8L8Qrkn-tQn-8Wgbe0hZvw, Ze0Ob_RrJljf_SgXEy089g",13,,user,,18,0,5,,,,4.11,,,Jeri,,,jxfx-7mwgXpv21spRWSbGg,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,5/28/15,tip,GilYFyYxFm9uLmPQ6fI4qw,0,14,,"560 N Bullard AveSte 59Goodyear, AZ 85338",,Goodyear,TRUE,33.45256102,-112.3783547,AZ,Desert Education Solutions LLC, ,5,Personal Care
8fWAHxZ8DTUTo_K7XYTDYA,1,HcSvYgGJDbZo9k_8sR9eVA,1,review,lIADD0TqUw7UBEAD-6XbBw,0,6/16/16,2,,,,1,2013-08,5kB0yKX4Ltax5OxKmoGSZQ,5,,user,,7,0,0,1,,,3.83,,,Sarah,,,lIADD0TqUw7UBEAD-6XbBw,0,0,0,0,0,0,2,4,6,11,8,7,5,18,18,19,12,11,3,0,1,0,0,1,20,28,28,27,22,1,0,12/2/11,tip,rw-Bpjrx9mcni1llZDhVtA,0,48,17:00,"3900 East Camelback RdSte 150Phoenix, AZ 85018",8:00,Phoenix,TRUE,33.5108526,-111.997515,AZ,Camelback Health Care, ,2.5,Personal Care
KD7MqOxB7YBd1FRGlzVlPA,0,QAE_3N2UBeJ11GhBxmNjlw,5,review,UUNZS1466ezvGgr0WtxKYw,0,9/3/15,0,,,,1,2015-09,"bMaoOKIV3JdLdMmjVj06AA, Uo1c2Qna6JeyYFBayg6njA",4,,user,,11,0,0,,,,3.33,,1,Walter,,,UUNZS1466ezvGgr0WtxKYw,0,0,0,0,0,0,0,1,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,1/23/15,tip,Sry2gAz6uhLYSNTXq5sMOg,0,3,18:30,"2225 N 35th AvePhoenix, AZ 85009",9:00,Phoenix,TRUE,33.4717992,-112.1342997,AZ,Fades & Shaves Barbershop, ,4.5,Personal Care
3f5UvndzJBfy57-kpMcwDg,0,R8J-RqRmKEM7JczTO9OR9g,5,review,RHfAqFcG-LFIktmHxswl4w,0,7/17/16,0,,,,0,2016-07,,0,,user,,1,0,0,,,,5,,,Shade,,,RHfAqFcG-LFIktmHxswl4w,0,0,0,0,0,0,0,0,0,0,10,13,10,11,18,17,18,13,5,7,3,0,0,0,10,4,12,11,40,34,14,7/5/16,tip,RKqzQTFgt-L8FHRVZTnLtw,0,33,21:00,"Galleria Mall1300 W Sunset Rd, Ste 2505Henderson, NV 89014",10:00,Henderson,TRUE,36.0666618,-115.0434588,NV,Patels Threading & Henna Art, ,3.5,Personal Care
wYX09D3H-yi3q3iXxB7qiA,0,YTAiHAbFIwjST9OjBRioSw,5,review,5o9gFSvFKTOudHurthUPQg,0,4/13/16,0,,,,0,2015-12,,0,,user,,4,0,0,,,,5,,,Emil,,,5o9gFSvFKTOudHurthUPQg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,12/19/14,tip,7BW2ZI8Jwx32K8LmHawhUw,0,16,19:00,"3555 S Fort Apache RdSte 151Spring ValleyLas Vegas, NV 89147",9:00,Las Vegas,TRUE,36.125162,-115.2976651,NV,Apache Health Center,Spring Valley,5,Personal Care
SHCiC2i6ops4CFgcwtcEYg,0,XoY2Eds_twPToDz0SJyBNQ,5,review,6t_LCZqUBy4lA5q2rTQPeg,0,6/9/16,0,,,1,3,2014-11,"SHQNibHlW-EsrctzfXuGaw, GLtEyfWVpZ53Qllfy7YGew, pMQtCcG0nOwRQIAYJ73oRQ, 2Jnw4_3TPvxCLBbyNWBXyg, ad-k9-fHhq3dK72Rn7DJag, 8dYTBewLBNMmE9gGRE_n3g, 4ky9rVcD25rCrtO8XBaIlA, PgxHpTlDQxEutH5uZ0cdEg",2,,user,,5,0,1,,,,2.6,,,Brittany,,,6t_LCZqUBy4lA5q2rTQPeg,0,0,0,0,0,0,0,0,3,2,9,9,8,13,8,10,8,10,1,1,1,1,2,0,2,8,22,11,16,19,8,1/21/11,tip,sS_Nx_p_kYNF_wKLe5d77w,0,50,19:00,"6965 S Rainbow BlvdSpring ValleyLas Vegas, NV 89118",9:00,Las Vegas,TRUE,36.0622661,-115.2433866,NV,Pigs & Pomps,Spring Valley,4,Personal Care
5YsYKXQcXdlTIg3rNXb_fQ,0,1EvEM2eTcCJYmT372NgmrQ,5,review,KrxeqYcGTOxec48EXQ2mLQ,0,7/2/16,0,,,,0,2015-05,,5,,user,,2,0,4,,,,5,,,Stephenny,,,KrxeqYcGTOxec48EXQ2mLQ,0,1,0,0,0,0,1,0,1,2,5,6,6,11,11,4,9,8,10,14,15,5,3,1,17,3,19,15,20,12,27,7/25/15,tip,VSv3d1wFJjgBJNxnA12cVw,0,92,21:00,"4075 S Durango DrSte 112Spring ValleyLas Vegas, NV 89147",9:30,Las Vegas,TRUE,36.1153115,-115.2807759,NV,24 Nail,Spring Valley,5,Personal Care
Pc7DeFox3pVeVYL9hItu3Q,0,mngVVb7a-Z5fQMAw-nRZAg,5,review,oFttXfm6drKEiMkqFQXc4Q,0,6/18/16,0,,,,1,2010-08,,22,,user,,56,0,9,,,,4.56,,,Michael,,,oFttXfm6drKEiMkqFQXc4Q,0,0,0,0,0,0,0,2,5,16,21,15,15,17,22,15,21,34,9,0,3,0,0,2,16,26,27,20,50,30,28,4/27/15,tip,oToILxhYjEZls8udioxh3Q,0,98,18:30,"9160 E Shea BlvdSte 109 Lower LevelScottsdale, AZ 85260",9:00,Scottsdale,TRUE,33.583556,-111.883523,AZ,Whos Next Barber Shop, ,5,Personal Care
5sT-lpyS8eo6Ws_ZK4GPyA,0,0NBoLkAu91TZrvxU7f-3fw,5,review,2-LbEOgjHoUVmVOLjjiXEQ,0,7/19/16,1,,,,0,2015-05,,1,,user,,4,0,0,,,,4.5,,,Ginalyn,,,2-LbEOgjHoUVmVOLjjiXEQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0,0,2,0,1,3,0,1,1,1,2,3/6/16,tip,1chShhY_ADVOkRHhIHxjwA,0,24,0:00,"4780 W Tropicana AveSte 105Las Vegas, NV 89103",10:00,Las Vegas,TRUE,36.1014914,-115.2054234,NV,Oasis Spa, ,4,Personal Care
DCmjFzQ5gJ3y4PirDJGtUw,0,vwLeiXwsu2t3W4PLEiX9MA,2,review,czM9Nk76nxHkgJCb2NvMDg,0,3/20/16,2,,,,0,2013-08,,8,,user,,6,0,0,,,,2.67,,,Anja,,,czM9Nk76nxHkgJCb2NvMDg,1,0,0,0,0,0,0,0,0,0,0,1,4,3,5,5,2,6,4,4,4,0,1,0,5,0,3,5,5,13,9,8/4/13,tip,VvrOVlFzCbkOVX4PsF3BOw,0,21,,"4255 Spring Mountain RdChinatownLas Vegas, NV 89102",,Las Vegas,TRUE,36.1263515,-115.1977328,NV,Chinatown Foot Reflexology,Chinatown,3,Personal Care
FE9qR6DFzScHxxmxajtE-w,0,y7gJZa_1LFu-wZVckXLakg,5,review,4gAM43ZswPRj_H_XS4BCmw,0,3/19/14,0,3,5,1,22,2013-12,"-2RVxn8RRN3j9bOiqGkjug, WmAyExqSWoiYZ5XEqpk_Uw, y2zwsT-arc0H2rR5yKR2XQ, 2bt6PeVUS0qi1sio718KWw, MIQhBSxWNDa2fsgAugbH7g, HWqyb-FggHlaPixXYObYqA, aBjZsw6C4p6TicQBIFwrzQ, QWVNIOpMU7dB3QntujuTLQ, kMpDDH127O-lpezygkqidQ, bSYkicebRHtxu9JbZrnnZA, MesXMVuh1FqvYwLg48l7bQ, cOIsoQlJMvO0TzYDLEUprg, dwGeverJ1gzmqZ2AH5SavA, 55dA8Wwja4h3cg7pc7VkFQ, X-wEyb8WmmQaM8xyDgvMzw, vTWYET8Titzlg3xxEJLOZg, 6sCcfQW_hlEndwdmL3lLSA, I6kZrilz0axHqtOYpoYZVg, QEPAhwPFhRwnsgzJgJPYPA, LX_mbeayHAtsxQOvhIfh_A, VZpLBYRd6_BzB3CPBt4APA, hB27m8LYUkOQqlt0-koNqA, 86rSy7CPkmJ6npU4Pu6rBA, Wqo5ZhxhNKEZB9VNCG1Fcg, l5vlHGXZ70JN1-BLpPP0Jw, hcnHQ3NSgtASSAJHrD4ZxQ, bpEDpf6_-s1CSxMUfkij0w, pPB99MmfTARB4s6_XB5vzA, g84CZ-2ftKJvysLGdUgdeg, pdxGW9biNNJReJPWLAw27A, W2mK64GLklqbSsRIyXclzA, KWpc0gd4ROtUmWQ8rLKpTQ, _gRQvd2Ls0ss2IWRE_mB-A, pATqS3iUMKeB6zo2alhDkA, kTvjRXs3B9Z1wyRMERPfFQ, JUUgtOzfs702pqJKh_qscg, ecpQwbdYdxqliH-sdpUU5Q, JMH9QGF5MQR1hXCk42aV4g, 1s6NbPj7yTF8XaMbSt9A9A, 7ANdp-D-fv77R_ZxTx52eQ, GgCcuxbfmcmTVr7I2Qwqlg, ELxmzz2S-dN8gf9Zp-DHhA, 5AFWDgEvo99fjL1gpuqblg, tfZQJntwYi91D71_IjBQzQ, RHeAUoi0RqHbfs3jBy3Yhw, m4aBMmxwhCcIMOpSNXwZyA, uUceXG69opEXoU32BFu7Gw, ukbw4sRQBQ0SKOavpIvrfg, bOlWtp4Fe5cWnPcECTWAAA, hW7-T7GLJ5DT9tOzwKQBMg, lGCWhBKnKuPTdTOuvIrCwA, yvvAoNTK70XnKbS2IksDNQ, x_jlwbSqVjyaMHcacZCB7w, O-WZjyzgEJpQwAMRkWtAdw, wjZFy8B7Oxlmgs0RBYQjuQ, wBqZawM-DZ8UzAihDchVGg, aCepGpN31bfomBULJhJ5cg, dibcoDMYUmdVI1WQ18Mb6Q, wmfHejW9XA8ZK4Pf8OHljw, HwvQx9b80VaNzsGGzCxdgg, WSOuxxvkSwJp0r-6QgK-KQ, uq7mP7wF7QvXFH_Mx7P0NQ, HLNyaPIc59dBH6EYndkH4g, 2sAj1HT0qTKTr53M4bAAUA, O2HawfRM2ng91KnnMqgtZw, 7KQdWzSOwCirRNWr8pmVbQ, 9PS5Iqd3AXNX8pv1Nvp7-w, 3JqlKj4hLM7qqlpxBR9ETA, Zj9qj1gA2cExG9ZDzKZsig, 3cvidvf8JFk7MLfbwMJlSQ, YKTcTn7Tm5u99VWUsn5dPQ, V8YFMaIoMBrWZ71wrPIIkA, WOjpskO6eDxQH6tscXbyDA, Zv4j34Tk7kkXkwDbq37fEQ, zXIJbUzcmeLajzoatOTp0w, sRX6-9ZCN5jvZRydGkqUGA, Df-KzOrEkSo_KNOe9Jal8A, Z2VnYMRKkVgcWyl0nkTLig, 6lWTH-3vB_hzzXvwKa-fzg, 4is4h4MFxP9NMY8_anKSwA, LXlxSBvshMcMrTdCDsVcxg, wVGw1P7l3QDrzewVLTc4Fw, DnfYH_Dbj_X3qFn_ApQOIg, L0H9qAnMep1ZZyjaqtXxMA, 3PRm1LJGq1D_7Uv-bfd-Rw, WTQq9QNkx71zeTbsZLhwgg, sE5HgWLWc1eumcrg9McZKg, SngnS5uRNaDInMkUXv3X3Q, f0yEdeSVpaRP-2liisEwRQ, D5hImOXn8MBQllQswZDOXA, KHTYo-EKLO-mqtAIzcgOqA, Jvg39v7RGJUzMqtmzZ1N9A, LbiVtZaTWd_Qv2JyUOAKEw",99,,user,,64,1,38,2,,,3.86,2,1,Joanna,,,4gAM43ZswPRj_H_XS4BCmw,0,0,0,0,0,0,0,0,0,0,0,1,7,1,2,3,0,5,2,0,0,0,0,0,2,7,1,4,1,6,0,11/20/10,tip,CTI7fT9AWwYa-tsxsgLsDw,0,4,,"3675 S Decatur BlvdChinatownLas Vegas, NV 89103",,Las Vegas,FALSE,36.1229631,-115.2090777,NV,T J Hair Design,Chinatown,4.5,Personal Care
ofQukH-G5pkj11b1JG9njQ,0,7rjO61IsgxdRBTLstKoxog,5,review,FlZZa01VsiyGy5AFRRhCtw,0,7/18/16,0,,,,2,2011-02,,14,,user,,24,0,8,,,,4.54,,,Thais,,,FlZZa01VsiyGy5AFRRhCtw,0,0,0,0,0,0,0,0,1,1,4,3,3,3,6,3,7,1,1,0,0,0,0,0,4,4,1,4,4,11,5,10/1/10,tip,deeRsbe9LryPL0GvMShM0w,0,39,19:00,"10810 N Tatum BlvdSte 132Phoenix, AZ 85028",9:30,Phoenix,TRUE,33.583924,-111.978526,AZ,Ashley Nails & Spa, ,2.5,Personal Care
2ucooEx8mlmfLyI0bZbv_A,0,t2w7qPkpEkTIEquskuFPUw,1,review,D6RcjuShTUKEW2tXHbfbgA,0,8/28/15,0,,,,0,2015-08,,2,,user,,3,1,1,,,,2,,,Karen,,,D6RcjuShTUKEW2tXHbfbgA,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,2,0,1,2,0,1,0,0,2,4,3,0,1,1,1/9/14,tip,GDiI-5c5qQDZZLiMR--sDg,0,13,,"Diamond Summit Plaza2986 St Rose PkwySoutheastHenderson, NV 89052",,Henderson,FALSE,36.00570415,-115.1184489,NV,Skin Sensations,"Southeast, Anthem",4.5,Personal Care
j36WofIhQ6cPrVwP1VCqOw,0,KOrHMCkXfLysafWZ-Xl8PQ,1,review,fZgPX61leB0UhzCWTNOBfQ,0,7/2/16,0,,,,4,2012-08,,10,,user,,11,0,2,,,,3.1,,1,Bar,,,fZgPX61leB0UhzCWTNOBfQ,0,0,0,1,0,0,0,3,1,3,2,6,10,5,5,4,2,5,0,0,0,0,0,0,7,4,3,5,7,13,8,7/6/11,tip,XBHJCDzNh--mBhJkzyM_iA,0,48,19:00,"Phoenix Biltmore2502 East Camelback RoadPhoenix, AZ 85016",9:00,Phoenix,TRUE,33.51020302,-112.027506,AZ,The Red Door, ,4,Personal Care
MEnKc7BD0ExZ9fwf2Mt5pA,0,qIT8b17Dzqhq6-9P3S1BWA,5,review,xH4y1MuLJP5y3yI29GLztA,0,7/11/16,0,1,,,2,2015-04,"R1UDF-du8yIk8GfAWJuRRg, nEYPahVwXGD2Pjvgkm7QqQ, wCJbSEmMeZ0mAnJRQEyfCQ, E8FjceyQwfxi0bWzDMqh7w, -4D8xVQfTR2kfEYE0xK2gg, BCDRMjjM07Bp7Du2iZpg9w",7,,user,1,20,0,6,,,,4.5,1,,Karolyn,,,xH4y1MuLJP5y3yI29GLztA,0,0,0,0,0,1,0,1,6,13,4,3,16,10,13,5,1,0,0,0,0,0,0,0,19,6,16,10,21,1,0,7/14/14,tip,lcoZCGHIqxquQceQngWWZQ,0,10,19:00,"4733 Butler StLawrencevillePittsburgh, PA 15201",15:00,Pittsburgh,TRUE,40.4750242,-79.9578985,PA,Cutitta Chiropractic,Lawrenceville,5,Personal Care
SPeSoKHyWOc3uPfwTZ-JSw,0,dkuScHLMVAsUgN9_7KCSng,5,review,YS69FK3Bul30xflmvYN4Xw,0,7/12/16,0,,,,0,2015-10,,1,,user,,11,0,0,,,,3.38,,,Patty,,,YS69FK3Bul30xflmvYN4Xw,0,0,0,0,0,0,0,0,1,4,1,0,6,2,3,3,1,1,0,0,0,0,0,0,4,2,5,4,6,1,0,4/2/13,tip,t8XV-Kh0yVXxRRjNPM2BuA,0,54,15:00,"7500 W Lake MeadSte 11Las Vegas, NV 89128",8:00,Las Vegas,TRUE,36.1973306,-115.2579285,NV,Cherrington Dental, ,4.5,Personal Care
mq4VsjMS09e6TCUduLwc6A,0,EaKkcGk8S_Sqwn-HBQcp6w,1,review,lGe-TqVudTQvDQ_pj0jmNw,0,4/15/16,1,,,,0,2012-09,"XlLqAh5xdwVwbqP02gEApA, 6YGKpqioRWwTusyfGt-W5Q, VqACGbG3LRGOdpitXl31nQ, DIruLJINqZCmMb-f25_WzA, nLqN7lRp9kNrawPvWkiKhA, oUSIY0jFWKerrmNN2muLjw, vSV0l2yR46i0mfddyg7c1A, yhs-v7wXOL4GpjvN5uREpw, Dw0zCP8nc7hf2AJemgmiHg, czfUe3s52V2kZIgW0CSn7A",5,,user,,7,0,0,,,,2.71,,,LeeLee,,,lGe-TqVudTQvDQ_pj0jmNw,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,2,3,0,0,2,0,1,0,0,3,2,0,2,1,4,4,2/5/11,tip,1YmBizzytmhrKzNXmfz7yg,0,17,,"20118 N 67th AvenueSuite 300Glendale, AZ 85308",,Glendale,TRUE,33.6670533,-112.2054937,AZ,Nail Depot, ,2.5,Personal Care
K2c1Wxh_M5dwO39XDQCGWQ,0,KkzcR0k8oouYPFZIRWXGzg,1,review,zYNetvz5YVfmgDcK2HlR_g,0,11/5/15,0,,3,2,47,2011-08,,133,,user,,56,2,16,1,,,1.98,,1,Kevin,,,zYNetvz5YVfmgDcK2HlR_g,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,0,1,0,0,0,0,0,2,1,0,3,3,0,3/23/15,tip,2v7zpUlLq5R60-QnuNEnig,0,10,18:00,"828 N Central AvePhoenix, AZ 85004",12:00,Phoenix,TRUE,33.4577864,-112.0740297,AZ,Mercantile, ,4.5,Personal Care
KHEXafUETWuC_D5_EbqhWg,0,PiHMHVztXArUzHwHLbxA1Q,1,review,nTMFaLfwBL3_INg2Iwu0aA,0,5/27/16,2,,,,2,2015-03,,13,,user,,11,0,7,,,,4.2,,,Kayla,,,nTMFaLfwBL3_INg2Iwu0aA,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,2,2,0,0,10/16/15,tip,OTVfyqeORblIwH2WeBvTgg,0,11,17:00,"6850 N Durango DrSte 202CentennialLas Vegas, NV 89149",9:00,Las Vegas,TRUE,36.2857688,-115.2853389,NV,Bright Futures Pediatrics,Centennial,2.5,Personal Care
rVAN34l4KBQH2aIizaWvcQ,0,3E_qRaz-eWOx3BBfmDAnlw,1,review,hDKsTrMjHr20bhLtnOL4Og,0,7/15/16,0,,,,0,2016-07,,0,,user,,1,0,0,,,,1,,,Joe,,,hDKsTrMjHr20bhLtnOL4Og,0,0,0,0,0,0,0,0,0,5,8,17,15,26,21,5,6,4,1,7,0,1,0,0,8,9,19,16,40,23,1,8/4/10,tip,YrJ3PxuXK9vfeCoc9e8Wgw,0,55,19:00,"2831 N Green Valley PkwyHenderson, NV 89014",9:00,Henderson,TRUE,36.0727087,-115.0839885,NV,In Da Cut Barbershop, ,3.5,Personal Care
VSOAUyGxU6qkXY0wjYGWQg,0,JuZ0LuOYvdFccQrGOnM7Lg,1,review,WclLpwhMEJo9GOwkdu_tOg,0,3/30/15,0,,,,1,2013-11,,1,,user,,5,0,0,,,,1.75,,,Jackie,,,WclLpwhMEJo9GOwkdu_tOg,0,0,1,0,0,0,0,0,0,2,5,2,2,2,1,0,1,1,0,0,0,0,0,0,2,2,1,7,3,1,1,2/25/12,tip,_4umSy_VSD8-a5zy-Ebhlw,0,11,19:00,"10814 N Scottsdale RdScottsdale, AZ 85254",10:00,Scottsdale,TRUE,33.584825,-111.926466,AZ,Marys Shiatsu, ,3.5,Personal Care
PmvRrOeDwz6Of7QRrV_l9g,0,IhRQqXP6UxPeuvxBSQq6XA,5,review,pFCN5VklzFCHXS6PUFpRDQ,1,5/11/16,0,,,,0,2012-08,,0,,user,,1,0,1,,,,5,,,Kari,,,pFCN5VklzFCHXS6PUFpRDQ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7/9/16,tip,M7DXHn9hzuXhmbUA-_ttQw,0,13,17:00,"450 S Buffalo DrSte 105WestsideLas Vegas, NV 89145",9:00,Las Vegas,TRUE,36.1672622,-115.2592043,NV,Best Little Hair House in Vegas,Westside,4,Personal Care
gM5PKwwtw5_WO_KnT3099g,0,J5PaLLURbeWH10DbRsR3xQ,2,review,sUIBLqhzC-BHORcN6BCayQ,0,11/18/15,0,,,,1,2012-10,"QT5YXlArOzCTp6Cja0h5rw, 3SMK97v7Evoksbjo4b3TBQ",7,,user,,16,0,4,,,,4.47,,,Elizabeth,,,sUIBLqhzC-BHORcN6BCayQ,0,0,0,0,0,0,0,0,0,2,4,3,3,2,0,2,1,1,0,0,0,0,0,0,3,8,0,0,2,5,0,5/23/14,tip,TqCeshJhHtlEB689k_t77g,0,4,19:00,"1202 E Maryland AveSte 1BPhoenix, AZ 85014",10:00,Phoenix,TRUE,33.5313469,-112.055977,AZ,April Gaybreals Wellness, ,4.5,Personal Care
LCBoFbTFTS3I01g-2zFoYA,0,NeGe2zbQJ7oPBhNGWHbBig,5,review,xQ4tde2LxtlrF80s6v99pw,0,7/2/16,0,,,,5,2012-02,7l4AGny1B1klg-Gy3Jsx7w,4,,user,,5,0,1,,,,4.8,,,Matthew,,,xQ4tde2LxtlrF80s6v99pw,0,0,0,0,0,1,0,1,2,1,1,1,1,1,3,4,8,1,0,0,0,0,0,0,2,7,4,5,4,3,0,4/26/13,tip,_0dmk-OaNpc1QHgFq2RmZw,0,3,20:00,"3623 Latrobe DrSte 107ElizabethCharlotte, NC 28211",9:00,Charlotte,TRUE,35.1965918,-80.7973058,NC,Healing Touch Charlotte,Elizabeth,5,Personal Care
Bv2tfVh2Qh3iwrOJU3ow-A,0,SsDVvZLbhIRtbfQOjIUXOg,1,review,-KZC-59mP5Kcr52Zk7W89w,0,3/15/16,0,,,,0,2012-11,,0,,user,,1,0,0,,,,1,,,Elton,,,-KZC-59mP5Kcr52Zk7W89w,0,0,0,0,0,0,0,0,0,4,1,3,2,2,2,4,3,0,3,0,0,0,0,0,4,3,1,2,6,8,0,2/2/13,tip,HAYw37mbGRx0pjsFzx-cIA,0,7,,"715 W Baseline RoadTempe, AZ 85283",,Tempe,TRUE,33.3773141,-111.9500447,AZ,Chavez Barber Shop, ,4.5,Personal Care
guOfAfKGOMI-EQxJ-f2uWw,0,mk3yK7Mf6DEuMdszlYL55A,5,review,fh_OJcXNeh3Gg4V5tWbIRg,1,4/30/16,1,,,,0,2014-01,"hs8t_DMnNNpf_wXtFE2xpw, qB_ZwnP7mnBJHzMpcY8a5g",1,,user,,1,0,2,,,,5,,,Megan,,,fh_OJcXNeh3Gg4V5tWbIRg,0,0,0,0,0,1,0,0,0,3,4,6,2,5,0,0,2,1,3,1,0,0,0,0,0,6,2,6,3,7,4,8/14/15,tip,f5nXBeWbjUERITJHesQz-g,0,32,19:00,"13375 W Grand AveSte 103Surprise, AZ 85374",9:00,Surprise,TRUE,33.63813398,-112.3507908,AZ,Voulez Vous Nails & Spa, ,4,Personal Care
P0NGsJI5FcwCBgi1WUAV3A,0,AR9NJDxXzanIeQx0uM4NnA,5,review,US2gvUnDV4WZJonJPj24AA,0,7/16/16,0,,,,0,2016-07,,0,,user,,1,0,0,,,,5,,,Adrienne,,,US2gvUnDV4WZJonJPj24AA,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,1,1,1,1,0,0,0,0,0,1,0,1,2,1,2,2,6/29/16,tip,PUV7njs-souFJFLwjECAiQ,0,33,18:00,"7235 E 1st AveScottsdale, AZ 85251",10:00,Scottsdale,TRUE,33.4940184,-111.9251151,AZ,Henna Shoppe, ,5,Personal Care
cz9tCGCN7E97QCd3-3NOSw,0,IXNSRlWS4Zv-7SQD8yuyuA,5,review,f_EJyhmr9KpPssLsfw_IXQ,0,7/10/16,0,,,,0,2014-06,"304AsXKlQinTePQKvwuoQA, tex4GbKOwVVV8VW268EJKg, x_9gKlt-7uRIQNoALPEIrA",0,,user,,8,0,1,,,,4.75,,,Wendy,,,f_EJyhmr9KpPssLsfw_IXQ,0,0,0,0,0,0,0,0,2,4,4,3,8,9,7,9,8,16,7,0,0,0,0,0,11,7,9,10,13,14,13,3/20/10,tip,s5ArNdX85RjQOtqShedkWA,0,34,,"3740 E Indian School RdPhoenix, AZ 85018",,Phoenix,TRUE,33.4951761,-112.001867,AZ,Le Le Nails, ,3.5,Personal Care
tqGdZo9qn9eon6mRsdl1Cg,0,r423Czf6epexPpeiX80lxA,5,review,YCKEW_6rWkfFJd9tCgmf6A,0,7/19/16,0,,,,0,2014-12,"vYAo3lSvK3IJURa6CrglTw, Z5TwQ7k0UplwHc2aHQ9P_w",0,,user,,3,0,0,,,,5,,,Renae,,,YCKEW_6rWkfFJd9tCgmf6A,0,0,0,0,0,0,0,0,0,2,7,12,5,4,5,6,4,2,3,0,0,0,0,0,4,3,4,7,3,21,8,5/17/15,tip,gyHQfjPTZRcVyx6TvSMSFw,0,25,19:00,"525 N Estrella PkwyGoodyear, AZ 85338",9:00,Goodyear,TRUE,33.45249557,-112.3918076,AZ,Pretty Nails And Spa, ,3.5,Personal Care
